,id,name,language,pull_requests,size,contributors,age,contributor_xp,pr_points
0,118617559,go-shiori/shiori,JavaScript,169,44942,50,2206,2.876,7.217
0,19407872,steipete/Aspects,Objective-C,18,504,15,766,1.816,3.215
0,439491516,ange-yaghi/engine-sim,C++,11,5966,6,250,1.452,4.093
0,31790438,api-platform/api-platform,TypeScript,222,5916,87,2135,1.557,8.447
0,4384018,pahen/madge,JavaScript,89,1163,53,4174,2.228,4.503
0,728994,FineUploader/fine-uploader,JavaScript,81,39501,92,3059,3.383,6.011
0,451035,heartcombo/simple_form,Ruby,325,2712,229,4301,4.549,15.031
0,60334478,projectstorm/react-diagrams,TypeScript,156,14106,76,2668,2.368,8.307
0,24968828,sosedoff/pgweb,Go,254,24382,47,3383,4.304,13.586
0,189676777,0x7c13/Notepads,C#,412,40357,62,1689,2.962,14.286
0,62500776,cerebroapp/cerebro,JavaScript,204,4373,44,2711,3.527,9.496
0,121422840,gruns/icecream,Python,21,380,20,1755,2.496,5.291
0,7431133,Rob--W/cors-anywhere,JavaScript,7,231,8,3165,1.471,3.598
0,25212911,davidsonfellipe/awesome-wpo,JavaScript,122,1006,94,2228,2.682,7.199
0,42481664,ng-bootstrap/ng-bootstrap,TypeScript,774,14815,164,2995,4.622,12.063
0,5694937,jonobr1/two.js,JavaScript,27,16994,47,1510,2.048,5.233
0,734957,kelektiv/node-cron,TypeScript,103,1818,75,4775,3.159,8.627
0,277277803,EleutherAI/gpt-neo,Python,92,1637,26,476,1.977,8.119
0,149477929,revery-ui/revery,Reason,734,7062,52,1008,3.892,37.005
0,20893207,primer/octicons,JavaScript,144,15762,83,2496,3.628,9.922
0,66432581,php-fig/simple-cache,PHP,7,27,10,2053,2.808,2.269
0,62256097,ThreeMammals/Ocelot,C#,44,5314,136,1625,2.12,6.872
0,151871286,pypa/pipx,Python,281,3522,126,1049,4.066,18.965
0,16554395,react-cosmos/react-cosmos,TypeScript,727,25974,103,2581,1.11,26.271
0,25594973,gobuffalo/buffalo,Go,237,16204,147,2589,3.303,13.551
0,2931111,chaijs/chai,JavaScript,399,4724,158,3373,5.119,24.965
0,266702263,rough-stuff/rough-notation,TypeScript,21,69,14,157,1.13,4.919
0,27929056,nodejs/docker-node,Dockerfile,635,1983,102,2284,7.482,58.933
0,658594,harthur/brain,JavaScript,13,393,13,1868,1.821,4.901
0,5710848,VulcanJS/Vulcan,JavaScript,228,22402,217,2291,4.454,7.045
0,121125679,LeetCode-OpenSource/vscode-leetcode,TypeScript,184,11850,28,1547,2.266,22.955
0,49194672,banchichen/TZImagePickerController,Objective-C,86,7267,48,2875,1.978,11.037
0,42749841,Live-Charts/Live-Charts,C#,108,18266,28,1083,2.115,11.08
0,54560347,lmenezes/cerebro,JavaScript,45,3677,26,1844,3.544,7.136
0,23056580,laravel/socialite,PHP,38,662,123,2411,3.559,6.322
0,119463163,LingDong-/shan-shui-inf,HTML,1,22943,2,295,1.0,0.8
0,151550980,scenee/FloatingPanel,Swift,228,7707,39,1748,3.412,7.479
0,150367689,corpnewt/gibMacOS,Python,8,735,9,1883,1.256,2.733
0,9996255,balderdashy/waterline,JavaScript,256,5409,102,3378,2.9,14.759
0,889932,scribejava/scribejava,Java,139,2633,103,4672,3.722,6.997
0,1791673,imakewebthings/deck.js,JavaScript,19,2393,15,1445,2.375,2.888
0,599070,soffes/SAMKeychain,Objective-C,39,251,29,3174,2.71,5.904
0,97334832,AndrewHartAR/ARKit-CoreLocation,Swift,29,24021,29,640,4.632,2.785
0,68013171,ibab/tensorflow-wavenet,Python,87,335,30,571,2.954,12.907
0,6198699,angular-ui/ui-grid,JavaScript,1344,20508,325,3958,6.308,17.258
0,7413451,timber/timber,PHP,752,16479,187,3953,1.994,17.864
0,81895167,css-doodle/css-doodle,JavaScript,14,3330,7,1687,1.401,4.407
0,47304932,prakhar1989/docker-curriculum,SCSS,65,9297,41,2320,2.517,3.584
0,218653810,vscode-neovim/vscode-neovim,TypeScript,427,3906,73,1562,3.074,16.836
0,104852627,alexisakers/BulletinBoard,Swift,44,29722,32,1126,3.098,4.922
0,54460336,algolia/places,JavaScript,727,12005,39,2309,1.967,29.399
0,177902038,ShizukuIchi/winXP,JavaScript,17,6291,6,1697,1.35,4.33
0,7808903,jenv/jenv,Shell,78,471,60,3787,3.577,8.936
0,1173043,syntaxhighlighter/syntaxhighlighter,JavaScript,44,6080,29,2306,3.022,3.217
0,40706,joshuaclayton/blueprint-css,CSS,1,10806,16,837,1.844,0.8
0,86202845,gitpoint/git-point,JavaScript,459,6286,99,1315,4.062,28.452
0,86640546,Daltron/NotificationBanner,Swift,83,25700,60,2220,4.642,5.971
0,11730342,vuejs/vue,TypeScript,5,32405,356,659,2.9,2.794
0,63476337,TheAlgorithms/Python,Python,2689,14349,457,2760,6.972,63.058
0,291137,ohmyzsh/ohmyzsh,Shell,3031,12137,389,5276,5.465,41.479
0,6498492,airbnb/javascript,JavaScript,790,3616,405,4104,5.509,16.557
0,21540759,avelino/awesome-go,Go,2557,10384,427,2719,11.677,21.042
0,20904437,gin-gonic/gin,Go,837,3074,387,3522,3.784,21.515
0,612230,nvm-sh/nvm,Shell,697,3602,345,5028,4.733,17.723
0,160919119,tiangolo/fastapi,Python,1639,20279,466,1886,1.975,40.101
0,147350463,leonardomso/33-js-concepts,JavaScript,233,1019,180,1938,3.764,10.556
0,36535156,reduxjs/redux,TypeScript,1471,28979,423,3168,6.513,15.996
0,167174,jquery/jquery,JavaScript,450,33130,291,4302,5.747,10.055
0,63477660,TheAlgorithms/Java,Java,1098,4008,431,2752,6.336,17.762
0,68063511,tsl0922/ttyd,C,214,17834,52,1645,2.417,12.575
0,3064355,sstephenson/bats,Shell,18,116,10,1155,1.671,4.782
0,119961591,linyacool/WebServer,C++,2,2526,2,628,1.0,1.6
0,914603,es-shims/es5-shim,JavaScript,127,2237,66,3724,3.874,8.463
0,129815042,thu-ml/tianshou,Python,272,46610,63,2124,2.939,21.682
0,10413050,jackocnr/intl-tel-input,JavaScript,125,17075,95,3884,3.118,5.985
0,11759482,joho/godotenv,Go,41,134,35,3190,1.417,15.662
0,15283709,SublimeText/Spacegray,JavaScript,29,2383,23,1763,1.931,4.633
0,48356217,haltu/muuri,JavaScript,6,7520,9,2454,1.278,2.105
0,31311037,jpillora/chisel,Go,47,3386,37,3232,2.564,8.259
0,120983092,skywind3000/awesome-cheatsheets,Shell,52,402,34,2157,2.501,7.15
0,15642233,karpathy/convnetjs,JavaScript,14,27806,14,1055,1.29,1.858
0,19935788,tmux-plugins/tpm,Shell,29,212,27,3206,3.227,5.081
0,83285138,alibaba/vlayout,Java,3,1726,15,406,1.63,1.6
0,15020102,walkor/workerman,PHP,236,3626,92,3686,2.735,13.314
0,14210523,yargs/yargs,JavaScript,724,5071,265,2861,2.671,18.509
0,11960085,WickyNilliams/headroom.js,JavaScript,43,699,28,2626,1.873,4.237
0,500093,winsw/winsw,C#,246,3510,44,4744,2.748,16.565
0,57430416,listen1/listen1_chrome_extension,JavaScript,171,5081,44,2787,2.328,16.237
0,11133743,h5bp/Effeckt.css,CSS,69,1942,33,691,2.781,10.005
0,2871998,debug-js/debug,JavaScript,150,410,102,3761,3.572,7.866
0,5101823,Shopify/dashing,JavaScript,47,2543,35,1352,2.333,3.453
0,117360777,d2-projects/d2-admin,JavaScript,30,22711,18,1136,2.869,6.13
0,4095287,rubocop/rubocop,Ruby,6322,44809,400,4311,9.884,60.661
0,522158088,zhayujie/chatgpt-on-wechat,Python,147,3773,49,546,3.842,13.316
0,2246815,DesignPatternsPHP/DesignPatternsPHP,PHP,220,6185,176,3212,5.699,8.839
0,37246537,chenglou/react-motion,JavaScript,139,5349,67,1620,1.561,8.952
0,19994257,go-delve/delve,Go,1630,34766,197,3549,2.991,24.675
0,74697963,HeroTransitions/Hero,Swift,72,31385,74,1068,1.864,5.528
0,197081291,iced-rs/iced,Rust,703,14933,198,1665,9.855,21.509
0,33486016,onevcat/Kingfisher,Swift,539,5725,171,3203,3.38,8.779
0,15480067,react-bootstrap/react-bootstrap,TypeScript,2375,30530,417,3691,7.107,21.95
0,155662306,trekhleb/homemade-machine-learning,Jupyter Notebook,2,14834,3,1644,1.104,1.6
0,2436267,nock/nock,JavaScript,545,9374,241,3202,5.46,9.22
0,71966177,webpack-contrib/webpack-bundle-analyzer,JavaScript,181,2851,67,2577,4.063,9.647
0,43134061,fengyuanchen/cropperjs,JavaScript,42,12096,41,2037,2.215,1.878
0,42237038,graphql/dataloader,JavaScript,80,841,60,2387,3.879,8.954
0,5254557,cloudwu/skynet,C,388,4737,117,4202,1.696,12.972
0,40013435,redux-form/redux-form,JavaScript,635,10020,346,2700,5.142,20.753
0,2857233,nexe/nexe,TypeScript,95,32583,53,4374,2.53,5.98
0,33293613,redis/ioredis,TypeScript,264,6234,146,2498,2.423,9.608
0,49704723,lint-staged/lint-staged,JavaScript,410,5624,131,2943,3.723,16.545
0,138312,capistrano/capistrano,Ruby,595,4571,223,5444,7.576,8.236
0,5890857,sindresorhus/pure,Shell,139,714,80,3008,2.344,15.352
0,95133665,s-matyukevich/raspberry-pi-os,C,123,2016,50,1393,1.557,9.918
0,50807547,turbolinks/turbolinks,TypeScript,57,596,26,1816,2.333,3.791
0,67588512,Instagram/IGListKit,Objective-C,3,8523,118,4,7.604,1.759
0,74809720,Chuyu-Team/Dism-Multi-language,HTML,92,8850,31,2311,3.018,10.134
0,70081812,surmon-china/vue-awesome-swiper,JavaScript,27,1196,19,1369,2.028,3.514
0,10064545,systemjs/systemjs,JavaScript,299,11097,113,2945,1.471,5.92
0,43830564,auchenberg/volkswagen,JavaScript,19,248,13,930,1.782,4.139
0,15340074,leemunroe/responsive-html-email-template,HTML,32,98,26,3638,3.175,5.013
0,30245748,gizak/termui,Go,62,6150,44,3282,2.264,6.301
0,51840802,pinojs/pino,JavaScript,709,3011,283,2912,4.637,37.351
0,33082868,sqshq/piggymetrics,Java,22,1512,13,2123,1.364,2.931
0,98315735,downshift-js/downshift,JavaScript,579,2581,199,2347,4.533,28.093
0,40446628,casesandberg/react-color,JavaScript,186,5947,78,1923,3.091,9.498
0,4188772,CodeSeven/toastr,JavaScript,57,2049,60,2237,2.537,5.536
0,100781035,webview/webview,C,251,5394,70,2365,2.519,7.396
0,28320207,majodev/google-webfonts-helper,TypeScript,8,605,9,3076,1.277,3.659
0,128564293,Chalarangelo/30-seconds-of-interviews,JavaScript,118,10667,44,1218,4.117,14.222
0,4979467,PrismJS/prism,JavaScript,1121,13978,357,3695,6.669,34.7
0,96689748,jaredreich/pell,JavaScript,4,1257,5,514,1.472,2.004
0,50063252,Miserlou/Zappa,Python,642,5645,203,1721,4.481,15.744
0,6319157,taye/interact.js,TypeScript,91,30731,50,2895,1.621,5.946
0,17446152,gabrielecirulli/2048,CSS,30,611,24,1310,2.03,4.351
0,55424670,GoogleChrome/workbox,JavaScript,607,16823,68,1479,2.882,10.725
0,41215439,CosmicMind/Material,Swift,4,34053,42,351,3.47,1.603
0,137867242,weilanwl/coloruicss,Vue,1,7118,2,362,1.0,0.8
0,20651672,pagehelper/Mybatis-PageHelper,Java,37,5240,36,3521,1.861,7.001
0,222544417,vuejs/pinia,TypeScript,196,7629,215,308,1.495,7.301
0,37931301,erikras/react-redux-universal-hot-example,JavaScript,298,8985,95,1047,3.705,21.061
0,257434373,apernet/hysteria,Go,196,9513,15,1381,2.418,10.4
0,106995,sinatra/sinatra,Ruby,736,7653,368,5163,4.36,12.947
0,363150,redis/redis-py,Python,1041,8270,372,5203,6.537,26.723
0,130309267,cfug/dio,Dart,57,4335,108,1317,5.405,4.136
0,20446799,dzenbot/DZNEmptyDataSet,Objective-C,74,14208,39,2435,3.566,4.366
0,6930489,facebook/watchman,C++,50,31261,254,3184,4.049,3.317
0,11530283,VerbalExpressions/JSVerbalExpressions,JavaScript,330,3106,42,3855,4.061,6.426
0,21402627,h4cc/awesome-elixir,Elixir,1025,2906,433,3480,8.949,14.218
0,4916869,ramsey/uuid,PHP,95,2667,97,3037,2.773,5.856
0,4925652,robfig/cron,Go,34,180,28,3105,3.405,6.628
0,156968527,testing-library/react-hooks-testing-library,TypeScript,437,11080,62,905,2.676,11.349
0,54226191,JanDeDobbeleer/oh-my-posh2,PowerShell,111,541,65,1758,2.85,14.395
0,22757905,Jounce/Surge,Swift,82,554,25,3268,2.725,13.123
0,4565995,phpseclib/phpseclib,PHP,332,14638,135,4141,3.823,10.21
0,9625333,mhinz/vim-startify,Vim Script,26,1508,47,3801,2.909,6.539
0,32238354,import-js/eslint-plugin-import,JavaScript,492,3926,322,2348,8.477,25.873
0,389813360,niuhuan/pikapika,Dart,5,4426,1,198,0.5,3.0
0,66982675,sarcadass/granim.js,JavaScript,14,2049,7,1319,1.709,4.087
0,323913869,boringdesigners/boring-avatars,JavaScript,9,2978,5,968,1.717,4.333
0,20557685,vikmeup/SCLAlertView-Swift,Swift,146,3983,79,3500,4.104,6.354
0,4117355,mongo-express/mongo-express,JavaScript,530,9931,123,4301,5.022,12.433
0,43082133,mviereck/x11docker,Shell,25,41001,19,2701,1.427,4.216
0,289605524,nonebot/nonebot2,Python,1130,9992,296,1265,8.252,13.721
0,147824034,p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch,Python,12,31581,9,861,1.606,3.443
0,51995332,philackm/ScrollableGraphView,Swift,12,25474,7,959,1.556,2.927
0,182306991,th-ch/youtube-music,TypeScript,531,11371,98,1753,4.081,10.688
0,43347873,danger/danger,Ruby,786,3387,203,3049,6.951,39.583
0,75785147,rails/webpacker,Ruby,1021,5456,424,2605,5.346,24.626
0,74909348,CameraKit/camerakit-android,C,63,21847,30,2167,3.705,4.908
0,29278707,shipitjs/shipit,JavaScript,66,1041,32,1885,2.636,3.552
0,69185236,nadbm/react-datasheet,JavaScript,60,13020,39,2066,2.285,4.858
0,307756285,denolehov/obsidian-git,TypeScript,58,3717,37,1187,2.583,4.796
0,13601190,agentejo/cockpit,JavaScript,69,23426,61,2711,2.382,5.784
0,8230809,este/este,TypeScript,252,12383,89,2086,1.439,6.662
0,61990007,apertureless/vue-chartjs,TypeScript,16,11942,98,966,2.306,2.516
0,27579614,goadesign/goa,Go,694,35019,114,1616,4.476,44.447
0,224444129,alyssaxuu/flowy,JavaScript,5,432,5,123,1.151,1.601
0,111610659,kusti8/proton-native,TypeScript,64,7581,28,845,4.45,3.196
0,3687489,jacomyal/sigma.js,TypeScript,96,22109,59,2381,3.223,4.552
0,7579180,doctrine/lexer,PHP,26,195,25,2880,3.693,5.446
0,156681830,ffuf/ffuf,Go,207,765,50,1809,1.881,21.956
0,48796179,z-song/laravel-admin,PHP,633,15814,233,2592,4.832,4.187
0,22765472,keen/dashboards,HTML,6,2240,21,1913,2.103,1.763
0,92112844,callstack/linaria,TypeScript,611,32257,136,2452,5.904,18.035
0,90786246,microsoft/TypeScript-React-Starter,TypeScript,15,161,15,772,2.04,2.299
0,20206590,rougier/numpy-100,Python,79,466,46,3487,2.408,5.562
0,1204214,stylus/stylus,JavaScript,355,7423,178,1680,5.187,18.543
0,142714512,jxnblk/mdx-deck,JavaScript,347,10442,61,1101,2.702,8.515
0,438384984,honojs/hono,TypeScript,240,4759,106,215,2.719,14.255
0,53321815,picturepan2/spectre,CSS,72,6514,27,1577,2.198,13.069
0,46077896,barbajs/barba,TypeScript,39,30237,18,2605,2.353,3.225
0,9709563,summernote/summernote,JavaScript,192,18849,306,2551,2.192,10.097
0,10155460,dbader/schedule,Python,101,366,55,3856,3.896,11.869
0,36205608,bang590/JSPatch,Objective-C,86,7890,37,1063,1.44,11.904
0,1337658,scottjehl/Respond,JavaScript,34,321,30,2180,2.118,5.971
0,5909706,yhirose/cpp-httplib,C++,356,3241,162,4157,2.636,17.836
0,98339432,shoelace-style/shoelace,TypeScript,22,16273,128,1088,5.041,3.755
0,74272018,angristan/openvpn-install,Shell,168,641,65,2556,2.274,9.472
0,143092994,benfred/py-spy,Rust,229,2993,36,1962,2.096,15.075
0,86891282,atomiks/tippyjs,JavaScript,153,17445,36,1770,2.2,6.712
0,6683352,muaz-khan/WebRTC-Experiment,JavaScript,11,33532,11,1400,1.444,3.177
0,14106970,tachyons-css/tachyons,CSS,118,18386,64,2177,2.076,3.097
0,13975314,go-martini/martini,Go,156,496,90,1179,3.188,17.782
0,157318000,vercel/ncc,JavaScript,268,12229,57,881,3.714,17.839
0,23267883,ansible-semaphore/semaphore,Go,60,7922,90,1025,2.867,6.428
0,94949504,apex/up,Go,70,23845,21,1091,1.702,7.39
0,129791,javan/whenever,Ruby,114,534,84,4085,2.678,16.281
0,53072654,sindresorhus/ora,JavaScript,50,679,47,1783,1.958,9.868
0,27029984,rust-bakery/nom,Rust,520,10059,326,2528,3.762,20.447
0,538180525,ggerganov/ggml,C,263,7036,125,508,2.836,13.387
0,11075275,sloria/TextBlob,Python,1,7862,28,41,1.594,0.8
0,45612129,ibireme/YYText,Objective-C,10,21807,10,598,1.552,2.531
0,250512612,ssssssss-team/spider-flow,Java,9,3382,18,941,1.486,3.158
0,55584626,httpie/http-prompt,Python,86,736,27,2116,2.865,9.708
0,2269353,desandro/imagesloaded,JavaScript,22,573,20,2029,1.404,3.275
0,128658421,klaudiosinani/signale,JavaScript,31,847,9,1459,1.611,3.426
0,23013268,Moya/Moya,Swift,603,18281,219,3456,7.312,7.144
0,5710341,bower/bower,JavaScript,339,4768,204,3475,3.989,4.132
0,30711774,go-playground/validator,Go,161,2214,178,3186,1.578,20.63
0,7877397,jmoiron/sqlx,Go,98,862,75,3364,3.527,9.642
0,19757917,maxwellito/vivus,JavaScript,28,472,22,2975,1.778,2.559
0,132474914,bvaughn/react-window,JavaScript,69,1775,32,2025,2.445,9.591
0,92238803,openai/baselines,Python,171,6620,102,982,3.629,7.342
0,197261780,Ciphey/Ciphey,Python,317,17141,40,1548,2.145,8.962
0,151843254,rrweb-io/rrweb,TypeScript,440,6985,106,1939,2.432,10.196
0,186754830,umijs/qiankun,TypeScript,524,33393,67,1719,3.049,14.53
0,65219131,learn-anything/learn-anything.xyz,TypeScript,2,18416,11,1505,1.598,1.6
0,264125852,dream-num/Luckysheet,JavaScript,253,28237,72,1173,5.027,14.634
0,93947448,twintproject/twint,Python,113,4578,59,1285,3.695,13.721
0,1381283,altercation/solarized,Vim script,20,34558,29,2600,2.376,2.004
0,84009,jasmine/jasmine,JavaScript,266,9880,212,4223,7.845,18.252
0,168500397,justauth/JustAuth,Java,25,9554,34,1284,1.618,7.899
0,64991887,microsoft/LightGBM,C++,2777,21359,285,2744,4.388,80.084
0,27382163,iissnan/hexo-theme-next,JavaScript,252,13366,115,1570,4.653,11.271
0,38900806,aleju/imgaug,Python,313,28618,24,1787,1.906,21.422
0,1203139,uuidjs/uuid,JavaScript,149,2678,59,3905,3.752,13.81
0,30161665,infernojs/inferno,JavaScript,236,43314,182,3289,5.64,3.828
0,34230966,commitizen/cz-cli,JavaScript,288,2310,85,3163,2.923,11.846
0,182097305,cool-RR/PySnooper,Python,71,495,25,1549,2.543,10.007
0,61872036,dvajs/dva,JavaScript,201,2377,87,2481,5.013,7.392
0,26827696,deviantony/docker-elk,Shell,78,758,59,2251,2.048,11.636
0,11847500,uutils/coreutils,Rust,1907,24713,373,3088,5.97,26.495
0,1607357,ladjs/superagent,JavaScript,431,6319,227,4522,7.183,13.386
0,2278524,hubotio/hubot,JavaScript,523,4307,251,4305,7.777,11.953
0,8297888,twitter/typeahead.js,JavaScript,46,2151,70,796,2.945,5.175
0,17804584,winterbe/java8-tutorial,Java,10,149,11,1248,1.655,5.201
0,817345,tj/git-extras,Shell,558,2085,224,4819,4.253,14.6
0,1413492,defunkt/jquery-pjax,JavaScript,78,872,61,1664,2.712,6.845
0,6662075,joke2k/faker,Python,1091,9400,406,4103,5.349,10.643
0,30582779,magic-wormhole/magic-wormhole,Python,146,3237,53,3275,1.818,13.625
0,113928488,Sycnex/Windows10Debloater,PowerShell,36,478,32,1293,2.301,5.147
0,20541795,SnapKit/SnapKit,Swift,21,2878,77,2224,2.604,4.096
0,66483240,dennybritz/reinforcement-learning,Jupyter Notebook,59,5375,36,2218,1.873,10.006
0,69798748,verekia/js-stack-from-scratch,JavaScript,54,1808,34,273,1.94,1.954
0,124792826,kamranahmedse/driver.js,TypeScript,53,2609,37,2087,1.315,4.003
0,58616946,SimulatedGREG/electron-vue,JavaScript,103,5927,93,1805,2.615,7.269
0,40518025,graphql/graphiql,TypeScript,776,25426,265,1774,8.095,10.156
0,12774825,CodeByZach/pace,CSS,47,1433,34,3228,2.604,3.346
0,112150776,11ty/eleventy,JavaScript,174,3632,86,2160,4.104,6.032
0,50586840,mjmlio/mjml,JavaScript,371,10359,150,2929,3.425,18.809
0,190427007,rasbt/deeplearning-models,Jupyter Notebook,35,44048,10,1709,1.066,5.614
0,326688,janl/mustache.js,JavaScript,162,1578,102,4856,4.308,4.647
0,202787876,Rigellute/spotify-tui,Rust,413,2403,89,824,5.587,18.734
0,12358097,hackiftekhar/IQKeyboardManager,Swift,107,23915,87,3816,1.334,4.527
0,18068542,xtermjs/xterm.js,TypeScript,1977,28005,276,3602,5.426,25.759
0,48212104,ustbhuangyi/better-scroll,TypeScript,95,18682,35,1201,2.721,8.534
0,151300862,instillai/TensorFlow-Course,Jupyter Notebook,9,21714,9,757,1.612,1.682
0,441269,jashkenas/coffeescript,CoffeeScript,669,30595,217,4309,4.521,23.147
0,115229134,mdx-js/mdx,JavaScript,727,42951,171,1228,6.328,17.064
0,44344606,go-chi/chi,Go,220,3736,125,3017,5.022,9.454
0,286867459,pmndrs/jotai,TypeScript,315,12442,171,362,3.818,20.883
0,59010815,ElemeFE/mint-ui,Vue,242,3420,33,608,2.653,12.284
0,84476389,jamiebuilds/react-loadable,JavaScript,105,325,85,1089,3.454,7.479
0,28748255,sweetalert2/sweetalert2,JavaScript,791,20685,112,2668,4.445,28.235
0,69953445,shuzheng/zheng,Java,10,41267,8,485,1.084,2.803
0,18503721,facebook/yoga,C++,98,46810,212,1759,9.194,12.259
0,51071818,so-fancy/diff-so-fancy,Perl,116,626,78,2580,2.474,10.306
0,305144746,tinygrad/tinygrad,Python,1872,24389,267,1208,2.27,65.977
0,965782,validatorjs/validator.js,JavaScript,706,5444,410,4699,5.085,21.589
0,20965586,SwiftyJSON/SwiftyJSON,Swift,197,1116,130,3058,6.74,14.104
0,24635156,t4t5/sweetalert,TypeScript,82,5478,61,2721,3.012,2.884
0,1451352,mochajs/mocha,JavaScript,1146,24225,421,4720,7.002,22.344
0,192175095,conwnet/github1s,TypeScript,258,17917,43,1681,3.754,7.231
0,233130089,charmbracelet/bubbletea,Go,371,4177,97,1486,2.58,17.515
0,51769689,refined-github/refined-github,TypeScript,1530,22871,305,1799,4.752,41.349
0,49935814,littlecodersh/ItChat,Python,29,955,16,981,1.82,3.725
0,38836015,michalsnik/aos,JavaScript,30,1465,18,1078,1.443,3.278
0,107286889,schollz/croc,Go,134,24578,81,1724,2.37,3.956
0,45431898,bvaughn/react-virtualized,JavaScript,444,48092,185,2363,2.41,12.742
0,120231691,Ryujinx/Ryujinx,C#,2755,31404,177,2194,6.185,37.956
0,123572362,quii/learn-go-with-tests,Go,231,9297,218,1146,8.02,6.212
0,125266328,psf/black,Python,573,6668,417,1150,9.31,14.305
0,65794292,styled-components/styled-components,TypeScript,620,34883,322,1706,6.96,10.239
0,22458259,Alamofire/Alamofire,Swift,547,34054,237,3477,2.727,29.715
0,174038031,react-hook-form/react-hook-form,TypeScript,1678,28229,285,1794,6.109,21.086
0,40416236,minimaxir/big-list-of-naughty-strings,Python,90,330,69,2078,3.641,11.171
0,36353527,typicode/hotel,JavaScript,68,3143,33,3071,2.298,5.502
0,14434734,ReFirmLabs/binwalk,Python,132,45162,71,3364,1.972,9.958
0,43279131,connors/photon,CSS,16,3152,12,364,2.063,3.678
0,44440501,orf/gping,Rust,175,5426,48,2981,3.683,8.864
0,260338399,vuejs/vitepress,TypeScript,142,7302,291,521,7.096,14.622
0,48376164,Ramotion/folding-cell,Swift,18,23548,22,1214,2.099,2.432
0,156332497,codota/TabNine,Shell,21,16455,19,1497,2.6,4.375
0,247032621,go-admin-team/go-admin,Go,142,17808,37,1307,1.637,9.852
0,129874045,vipstone/faceai,Python,9,40473,4,141,1.177,2.255
0,50806714,drduh/YubiKey-Guide,Shell,167,790,116,2869,4.341,10.4
0,53256950,liriliri/eruda,JavaScript,21,3527,16,2688,1.089,4.684
0,35685034,oblador/react-native-vector-icons,JavaScript,205,11002,132,3134,6.652,13.034
0,25095239,aFarkas/lazysizes,JavaScript,37,2904,44,2362,2.087,5.999
0,35810174,electron-react-boilerplate/electron-react-boilerplate,TypeScript,445,17118,148,2158,3.162,12.941
0,12080551,tsenart/vegeta,Go,146,2541,66,3716,3.007,10.704
0,7874074,goldfire/howler.js,JavaScript,106,32217,93,3885,2.896,11.284
0,66088979,changkun/modern-cpp-tutorial,C++,107,39501,73,2451,2.982,5.763
0,20060596,ogham/exa,Rust,228,3879,146,3360,2.967,19.619
0,125596489,doczjs/docz,TypeScript,184,10072,127,978,4.75,15.113
0,11481338,zloirock/core-js,JavaScript,243,48153,121,3856,2.367,3.641
0,1580851,dimsemenov/PhotoSwipe,JavaScript,77,30570,69,4624,3.292,1.968
0,24268127,coreybutler/nvm-windows,Go,91,33151,72,3379,1.506,8.507
0,24841635,date-fns/date-fns,TypeScript,924,22554,371,2846,6.467,18.328
0,42751014,zenorocha/clipboard.js,JavaScript,106,3015,53,2639,2.988,8.26
0,237791077,mingrammer/diagrams,Python,246,48933,136,1432,2.611,12.594
0,212613049,cli/cli,Go,333,29001,402,236,8.228,17.588
0,156157055,GokuMohandas/Made-With-ML,Jupyter Notebook,133,4001,1,606,0.5,4.492
0,47394776,lerna/lerna,TypeScript,572,37167,313,1633,6.571,20.972
0,137147386,dylanaraps/pure-bash-bible,Shell,28,232,21,861,2.117,3.73
0,110058856,LeCoupa/awesome-cheatsheets,JavaScript,162,8944,126,2241,3.421,11.6
0,12244426,rstacruz/nprogress,JavaScript,33,722,33,2433,2.399,5.011
0,2206953,tj/commander.js,JavaScript,242,3167,160,4095,2.192,6.88
0,25136308,JakeChampion/fetch,JavaScript,161,578,72,3255,3.869,10.342
0,30215630,go-kit/kit,Go,473,7389,188,3244,5.339,13.869
0,23338716,JedWatson/react-select,TypeScript,873,19846,367,3359,8.169,8.229
0,85031442,poteto/hiring-without-whiteboards,JavaScript,1183,3302,428,2291,4.431,50.645
0,8681349,huginn/huginn,Ruby,973,8336,208,3906,5.115,24.33
0,58836534,algorithm-visualizer/algorithm-visualizer,JavaScript,68,21182,25,2743,1.706,2.849
0,137946752,nondanee/UnblockNeteaseMusic,JavaScript,15,1775,9,823,1.885,5.317
0,4696595,localtunnel/localtunnel,JavaScript,32,197,29,3698,1.807,2.216
0,1207300,statsd/statsd,JavaScript,303,833,189,4589,5.201,26.246
0,381979,fullcalendar/fullcalendar,TypeScript,122,32286,130,4363,4.71,6.806
0,59720190,sanic-org/sanic,Python,880,8900,284,1761,4.158,31.242
0,51728141,airyland/vux,Vue,93,33199,116,325,3.197,3.923
0,10054176,Nyr/openvpn-install,Shell,13,168,12,2957,1.423,6.5
0,11829145,basecamp/trix,JavaScript,112,5629,56,2652,2.291,13.408
0,37627792,nfl/react-helmet,JavaScript,165,2148,58,1839,3.633,11.755
0,11397939,allinurl/goaccess,C,302,8241,143,3861,5.356,15.346
0,26195776,JedWatson/classnames,JavaScript,78,540,43,2869,2.859,9.549
0,65411043,wulkano/Kap,TypeScript,329,24626,53,1574,2.173,23.12
0,11081405,auth0/node-jsonwebtoken,JavaScript,149,456,88,3712,4.626,16.758
0,18611173,julianshapiro/velocity,JavaScript,52,8139,44,2137,2.775,3.316
